,0
5612,UCC
5613,UCIB
5614,UCO
5615,UCON
5616,UDEC
5617,UDI
5618,UDIV
5619,UDN
5620,UDOW
5621,UDR
5622,UE
5623,UEC
5624,UFAB
5625,UFEB
5626,UFI
5627,UGA
5628,UGE
5629,UGI
5630,UGIC
5631,UGL
5632,UGP
5633,UHAL
5634,UHAL.B
5635,UHS
5636,UHT
5637,UI
5638,UIS
5639,UJAN
5640,UJB
5641,UJUL
5642,UJUN
5643,UL
5644,ULE
5645,ULST
5646,ULTR
5647,UMAR
5648,UMAY
5649,UMC
5650,UMDD
5651,UMH
5652,UMH$D
5653,UMI
5654,UNF
5655,UNFI
5656,UNG
5657,UNH
5658,UNL
5659,UNM
5660,UNMA
5661,UNOV
5662,UNP
5663,UNVR
5664,UOCT
5665,UP
5666,UP.W
5667,UPAR
5668,UPH
5669,UPH.W
5670,UPRO
5671,UPS
5672,UPV
5673,UPW
5674,URA
5675,URE
5676,URG
5677,URI
5678,URNM
5679,URTH
5680,URTY
5681,USA
5682,USAC
5683,USAI
5684,USAS
5685,USB
5686,USB$A
5687,USB$H
5688,USB$P
5689,USB$Q
5690,USB$R
5691,USB$S
5692,USCA
5693,USCI
5694,USD
5695,USDP
5696,USDU
5697,USE
5698,USEP
5699,USFD
5700,USFR
5701,USHY
5702,USL
5703,USM
5704,USMF
5705,USML
5706,USMV
5707,USNA
5708,USNZ
5709,USO
5710,USPH
5711,USPX
5712,USRT
5713,USSG
5714,UST
5715,USVT
5716,USX
5717,UTES
5718,UTF
5719,UTG
5720,UTI
5721,UTL
5722,UTRN
5723,UTSL
5724,UTZ
5725,UUP
5726,UUU
5727,UUUU
5728,UVDV
5729,UVE
5730,UVIX
5731,UVV
5732,UVXY
5733,UWM
5734,UWMC
5735,UWMC.W
5736,UXI
5737,UYG
5738,UYLD
5739,UYM
5740,UZD
5741,UZE
5742,UZF
5743,V
5744,VABS
5745,VAC
5746,VAL
5747,VAL.W
5748,VALE
5749,VALQ
5750,VALT
5751,VAMO
5752,VAPO
5753,VATE
5754,VAW
5755,VB
5756,VBF
5757,VBK
5758,VBND
5759,VBR
5760,VCAR
5761,VCEB
5762,VCIF
5763,VCLN
5764,VCR
5765,VCV
5766,VCXB
5767,VCXB.U
5768,VCXB.W
5769,VDC
5770,VDE
5771,VDNI
5772,VEA
5773,VEEV
5774,VEGA
5775,VEGI
5776,VEGN
5777,VEL
5778,VEMY
5779,VERS
5780,VET
5781,VEU
5782,VFC
5783,VFH
5784,VFL
5785,VFMF
5786,VFMO
5787,VFMV
5788,VFQY
5789,VFVA
5790,VGI
5791,VGK
5792,VGM
5793,VGR
5794,VGT
5795,VGZ
5796,VHAQ
5797,VHAQ.R
5798,VHAQ.U
5799,VHAQ.W
5800,VHC
5801,VHI
5802,VHT
5803,VIAO
5804,VICE
5805,VICI
5806,VIDI
5807,VIG
5808,VINE
5809,VIOG
5810,VIOO
5811,VIOV
5812,VIPS
5813,VIRS
5814,VIS
5815,VIST
5816,VIV
5817,VIXM
5818,VIXY
5819,VKI
5820,VKQ
5821,VLD
5822,VLD.W
5823,VLN
5824,VLN.W
5825,VLO
5826,VLRS
5827,VLT
5828,VLU
5829,VLUE
5830,VMAT
5831,VMC
5832,VMI
5833,VMO
5834,VMOT
5835,VMW
5836,VNAM
5837,VNCE
5838,VNLA
5839,VNM
5840,VNMC
5841,VNO
5842,VNO$L
5843,VNO$M
5844,VNO$N
5845,VNO$O
5846,VNQ
5847,VNRX
5848,VNSE
5849,VNT
5850,VNTR
5851,VO
5852,VOC
5853,VOE
5854,VOO
5855,VOOG
5856,VOOV
5857,VOT
5858,VOTE
5859,VOX
5860,VOYA
5861,VOYA$B
5862,VPC
5863,VPG
5864,VPL
5865,VPU
5866,VPV
5867,VRAI
5868,VRE
5869,VRP
5870,VRT
5871,VRTV
5872,VSCO
5873,VSGX
5874,VSH
5875,VSLU
5876,VSS
5877,VST
5878,VST.A
5879,VSTO
5880,VT
5881,VTEB
5882,VTES
5883,VTEX
5884,VTI
5885,VTLE
5886,VTN
5887,VTOL
5888,VTR
5889,VTS
5890,VTV
5891,VUG
5892,VUSB
5893,VUSE
5894,VV
5895,VVI
5896,VVR
5897,VVV
5898,VVX
5899,VWID
5900,VWO
5901,VXF
5902,VXX
5903,VXZ
5904,VYM
5905,VZ
5906,VZIO
5907,VZLA
5908,W
5909,WAB
5910,WAL
5911,WAL$A
5912,WANT
5913,WAT
5914,WAVC
5915,WAVC.U
5916,WAVC.W
5917,WBAT
5918,WBIF
5919,WBIG
5920,WBIL
5921,WBIY
5922,WBS
5923,WBS$F
5924,WBS$G
5925,WBX
5926,WBX.W
5927,WCC
5928,WCC$A
5929,WCEO
5930,WCN
5931,WD
5932,WDH
5933,WDI
5934,WDIV
5935,WDNA
5936,WDS
5937,WE
5938,WE.W
5939,WEA
5940,WEAT
5941,WEAV
5942,WEBL
5943,WEBS
5944,WEC
5945,WEED
5946,WEIX
5947,WEL
5948,WEL.U
5949,WEL.W
5950,WELL
5951,WES
5952,WEX
5953,WF
5954,WFC
5955,WFC$A
5956,WFC$C
5957,WFC$D
5958,WFC$L
5959,WFC$Q
5960,WFC$R
5961,WFC$Y
5962,WFC$Z
5963,WFG
5964,WFH
5965,WFHY
5966,WFIG
5967,WGO
5968,WH
5969,WHD
5970,WHG
5971,WHR
5972,WIA
5973,WINN
5974,WIP
5975,WIT
5976,WIW
5977,WK
5978,WKLY
5979,WLDR
5980,WLK
5981,WLKP
5982,WLMS
5983,WLTG
5984,WLTH
5985,WLY
5986,WLYB
5987,WM
5988,WMB
5989,WMC
5990,WMK
5991,WMS
5992,WMT
5993,WNC
5994,WNNR
5995,WNNR.U
5996,WNNR.W
5997,WNS
5998,WOLF
5999,WOMN
6000,WOR
6001,WOW
6002,WPC
6003,WPM
6004,WPP
6005,WPS
6006,WRAC
6007,WRAC.U
6008,WRAC.W
6009,WRB
6010,WRB$E
6011,WRB$F
6012,WRB$G
6013,WRB$H
6014,WRBY
6015,WRK
6016,WRN
6017,WSM
6018,WSO
6019,WSO.B
6020,WSR
6021,WST
6022,WT
6023,WTAI
6024,WTI
6025,WTID
6026,WTIU
6027,WTM
6028,WTMF
6029,WTRE
6030,WTRG
6031,WTS
6032,WTT
6033,WTTR
6034,WTV
6035,WU
6036,WUCT
6037,WUGI
6038,WWE
6039,WWJD
6040,WWR
6041,WWW
6042,WY
6043,WYY
6044,X
6045,XAR
6046,XB
6047,XBAP
6048,XBB
6049,XBI
6050,XBJA
6051,XBJL
6052,XBOC
6053,XBTF
6054,XC
6055,XCCC
6056,XCEM
6057,XCLR
6058,XCOR
6059,XDAP
6060,XDAT
6061,XDEC
6062,XDJA
6063,XDJL
6064,XDOC
6065,XDQQ
6066,XDSQ
6067,XEMD
6068,XES
6069,XFIV
6070,XFLT
6071,XFLT$A
6072,XHB
6073,XHE
6074,XHLF
6075,XHR
6076,XHS
6077,XHYC
6078,XHYD
6079,XHYE
6080,XHYF
6081,XHYH
6082,XHYI
6083,XHYT
6084,XIN
6085,XITK
6086,XJH
6087,XJR
6088,XJUN
6089,XLB
6090,XLC
6091,XLE
6092,XLF
6093,XLG
6094,XLI
6095,XLK
6096,XLP
6097,XLRE
6098,XLSR
6099,XLU
6100,XLV
6101,XLY
6102,XMAR
6103,XME
6104,XMHQ
6105,XMLV
6106,XMMO
6107,XMPT
6108,XMVM
6109,XNAV
6110,XNTK
6111,XOM
6112,XONE
6113,XOP
6114,XOUT
6115,XPER
6116,XPEV
6117,XPH
6118,XPL
6119,XPND
6120,XPO
6121,XPOF
6122,XPP
6123,XPRO
6124,XRLV
6125,XRMI
6126,XRT
6127,XSD
6128,XSEP
6129,XSHD
6130,XSHQ
6131,XSLV
6132,XSMO
6133,XSOE
6134,XSVM
6135,XSVN
6136,XSW
6137,XTAP
6138,XTEN
6139,XTJA
6140,XTJL
6141,XTL
6142,XTN
6143,XTNT
6144,XTOC
6145,XTR
6146,XTRE
6147,XTWO
6148,XTWY
6149,XUSP
6150,XVOL
6151,XVV
6152,XWEB
6153,XYF
6154,XYL
6155,XYLD
6156,XYLE
6157,XYLG
6158,YALA
6159,YALL
6160,YANG
6161,YCBD
6162,YCBD$A
6163,YCL
6164,YCS
6165,YDEC
6166,YEAR
6167,YELP
6168,YETI
6169,YEXT
6170,YINN
6171,YJUN
6172,YLD
6173,YMAR
6174,YMM
6175,YOLO
6176,YOU
6177,YPF
6178,YPS
6179,YRD
6180,YSEP
6181,YSG
6182,YUM
6183,YUMC
6184,YUMY
6185,YXI
6186,YYY
6187,ZBH
6188,ZBZX
6189,ZDGE
6190,ZECP
6191,ZEPP
6192,ZETA
6193,ZEV
6194,ZEV.W
6195,ZEXIT
6196,ZGN
6197,ZH
6198,ZHDG
6199,ZIEXT
6200,ZIG
6201,ZIM
6202,ZIP
6203,ZIVB
6204,ZOM
6205,ZROZ
6206,ZSB
6207,ZSL
6208,ZSPY
6209,ZTEST
6210,ZTO
6211,ZTR
6212,ZTS
6213,ZUO
6214,ZVIA
6215,ZVV
6216,ZWS
6217,ZXIET
6218,
